Topic,Question Type,Paragraph,Question Text,Answer Options,Correct Answer,,Keyword
مرادف,MCQ,No paragraph,"ما‏ المقصود ""درس على يد""؟",أ. تعلّم من.؛ ب. تقرب من.؛ ج. تقابل مع.؛ د. تحدّث مع..,No correct answer,,
مضاد,MCQ,No paragraph,"ما ضد كلمة ""متعمّقًا""",أ. مقتصرًا.؛ ب. مفصَلاً.؛ ج. متوسّعًا.؛ د. متبحّرًا..,No correct answer,,
مرادف,MCQ,No paragraph,"ما‏ مرادف كلمة ""وجيزة""؟",أ. جليلة.؛ ب. طويلة.؛ ج. قصيرة.؛ د. متنوعة..,No correct answer,,
استعاب النص,MCQ,No paragraph,كيف‏ تصرّف ابن سينا عند وجود صعوبة ي دراسته؟,أ. تعمّق تي دراسة علم القراءات.؛ ب. انصرف عن معلمه و قرأ بنفسه.؛ ج. عكف على قراءة الكتب الطبّية.؛ د. لا ينام ليلاً ولا يشتغل نهارًا إلا بالقراءة..,No correct answer,,
استعاب النص,MCQ,No paragraph,تشير‏ النشرة إلى.,أ. عوامل السمنة.؛ ب. نسبة السمنة في العالم.؛ ج. العلاج الطبيعي للسمنة.؛ د. زيادة الوزن لدى الرجال والنساء..,No correct answer,,
استعاب النص,MCQ,No paragraph,"تعاني‏ دول الشرق الأوسط من السمنة، ومن هذه الدول هي.",أ. ليبيا.؛ ب. الأردن.؛ ج. ماليزيا.؛ د. السعودية..,No correct answer,,
استعاب النص,MCQ,No paragraph,زيادة‏ الوزن تسهم في I.أمراض الشرايين. II.آلام المفاصل. III.الموت. IV.أمراض القلب والأوعية الدموية..,"أ. ii&i.؛ ب. iii&ii.؛ ج. iv&iii؛ د. iv& iii,ii.",No correct answer,,
استعاب النص,MCQ,No paragraph,نسبة‏ الوفاة بسبب السمنة وزيادة الوزن هي.,"أ. ٢٧،٥٪.؛ ب. ٤٧،١٪.؛ ج. ٣،٤ مليار.؛ د. ٣،٤ مليون..",No correct answer,,
استيعاب النص,MCQ,No paragraph,يتفاجأ الطلاب بعد تخرّجهم من الجامعة بـــعدم.,أ. وجود فُرص العمل لهم.؛ ب. اكتسابهم المهارات التوظيفية.؛ ج. إدراكهم أهمية المهارات الإنسانية.؛ د. قبول الشركات تعيينهم في الوظائف..,د. قبول الشركات تعيينهم في الوظائف..,,
استيعاب النص,MCQ,No paragraph,أهمية المهارات الإنسانية لـــــــ.,أ. بناء شخصية مشهورة.؛ ب. تقبُّل النقد من الآخرين.؛ ج. مواجهة أوامر الآخرين.؛ د. مواجهة صعوبات العمل..,د. مواجهة صعوبات العمل..,,
مرادف,MCQ,No paragraph,"ما معنى كلمة ""مرموقة""؟",أ. مكانة عالية.؛ ب. درجة علمية.؛ ج. سعادة نفسية.؛ د. درجة ذليلة..,أ. مكانة عالية,,
استيعاب النص,MCQ,No paragraph,تساهم المشاركة في الأنشطة الجامعية إلى I.تقوية العلاقات الاجتماعية. II.التعرف على أصدقاء جدد. III.زيادة المعرفة بالعالم الخارجي. IV.اكتساب الخبرة والتدريب العملي..,"أ. I و II.؛ ب. II، و III.؛ ج. I، و II، و III.؛ د. I، و III، و IV.","د. I، و III، و IV.",,
مضاد,MCQ,No paragraph,"ما ضد كلمة "" بناء""؟",أ. تعمير.؛ ب. تهديم.؛ ج. تصليح.؛ د. تفكيك..,ب. تهديم..,,
استيعاب النص,MCQ,No paragraph,ينبغي على الطالب بناء ذاته قوية لــــــــ.,أ. مواجهة العمل.؛ ب. تعزيز مهاراته الإنسانية.؛ ج. حلّ مشاكل المجتمع وقضاياه.؛ د. إعداد نفسه في مواجهة التحديات..,د. إعداد نفسه في مواجهة التحديات..,,
استيعاب النص,MCQ,"ما أجمل أن يكون الإنسان متسامحا، فهي صفة إنسانية نبيلة، وقيمة إنسانية عالية، حثّتْ عليها جميع الديانات، ودعا إليها الرسل والأنبياء لإدراكهم بأهميتها في تعزيز وحدة المجتمعات وتجنب الصراعات والخلافات. فالتسامح أساس الديموقراطية والعدل والحرية.",التسامح في المجتمع الماليزي هو.,أ. المودة والرحمة.؛ ب. الانسجام العرقي.؛ ج. كثرة الأعراق والأديان.؛ د. احترام المسلمين عقائد غيرهم.,ب. الانسجام العرقي,,
مرادف,MCQ,No paragraph,"ما معنى كلمة "" تسعى""؟",أ. تـجتهد.؛ ب. تُقاوم.؛ ج. تـهتم.؛ د. تُـهمل.,أ. تـجتهد,,
استيعاب النص,MCQ,No paragraph,تواجد المساجد والكنائس بالقرب من بعضها دلالة قوية على.,أ. تعدد الأديان في ماليزيا.؛ ب. التسامح الديني في ماليزيا.؛ ج. تعدد الأعراق الماليزية.؛ د. ثقافة الشعب الماليزي.,ب. التسامح الديني في ماليزيا,,
استيعاب النص,MCQ,No paragraph,تدل الاحتفالات القومية والأعياد على .,أ. تمسّك المجتمع بعاداتهم وتقاليدهم..؛ ب. صور المهرجانات الاحتفالية.؛ ج. تجربة جميلة ورائعة.؛ د. ثقافة تقليدية..,أ. تمسّك المجتمع بعاداتهم وتقاليدهم,,
استيعاب النص,MCQ,No paragraph,التسامح في المجتمع يبعد الأفراد من.,أ. الاستغلال.؛ ب. الاستقرار.؛ ج. الولاء للوطن.؛ د. مفاهيم العنصرية..,د. مفاهيم العنصرية,,
استيعاب النص,MCQ,No paragraph,ماليزيا دولة ناجحة في .,أ. جذب السياح من جميع أنحاء العالم.؛ ب. ضمان الأمن والسلامة للسياح.؛ ج. تكوين مجتمع متوحّد ومتفاهم.؛ د. نشر السلام بين البدان..,ج. تكوين مجتمع متوحّد ومتفاهم,,
استيعاب النص,MCQ,"يعيش الإنسان وسط مجتمعات يشترك معها في عوامل كثيرة من اللغة، والدين، والعادات، والتقاليد التي تُشكّل مجتمعًا فريدًا وراقيًا. 
        فالإنسان يتميّز بعقله وحِكمته، وهذه الحكمة هي التي تؤدّي بدورها إلى وُجود الاحترام المتبادل والتسامح بين الأفراد.",ما أهمية الحِكمة في الجتمع؟,أ. وجود التسامح بين الأعضاء.؛ ب. الاشتراك في العادات والتقاليد؛ ج. الاشتراك في الآراء والمقترحات.؛ د. وجود الاختلاف الثقافي والديني..,No correct answer,,
مفرد,MCQ,No paragraph,"‏مفرد كلمة ""حقوق""‎.",أ. حقّ.؛ ب. مُحقّ؛ ج. أحقّ.؛ د. حاقّة..,No correct answer,,
استيعاب النص,MCQ,No paragraph,"يتّصف المحتمع ذو الحضارة ب 
        I.تقدير الاختلافات الثقافية والدينية.
        II.الاحترام المتبادل بين الأعضاء.
        III.الاعتراف بحقوق الآخرين.
        IV.المباني العالية والمتطورة.","أ. iii,i,i.؛ ب. iv,iii,ii.؛ ج. iv,iii,i؛ د. Iv,iii,ii,i.",No correct answer,,
استيعاب النص,MCQ,No paragraph,"فيما تظهر أوجحه اختلاف الجتمع؟ 
        I.الأقوام.
        II.المصالح.
        III.الثقافات.
        IV.الأديان.","أ. iii,i,i.؛ ب. iv,iii,ii.؛ ج. iv,iii,i؛ د. Iv,iii,ii,i.",No correct answer,,
استيعاب النص,No question type,No paragraph,‏السعي نحو الكرامة وتحقيق الطموحات يعتبر من‎.,أ. أسباب تفرّق الناس.؛ ب. أسباب تجمّع الناس؛ ج. صفات المجتمع السلبية.؛ د. صفات المجتمع المتوحّد..,No correct answer,,
مضاد,MCQ,No paragraph,"ضد كلمة ""الاتّحاد"".",أ. الانتقام.؛ ب. الانفراد؛ ج. الافتراق.؛ د. الاختصام.,No correct answer,,
مضاد,MCQ,No paragraph,"ضد كلمة ""الحقد"".",أ. الرأفة.؛ ب. الحب؛ ج. الحنان.؛ د. الكراهية.,No correct answer,,
استيعاب النص,MCQ,No paragraph,ما هي الديموقراطية ي المجتمع؟,أ. الالتزام بقوانين البلاد.؛ ب. احترام خصوصية الناس؛ ج. احترام الآخرين وآراءهم.؛ د. الالتزام بالقيم الإسلامية.,No correct answer,,
مرادف,MCQ,No paragraph,"‏معنى كلمة ""البغي"".",أ. الظلم.؛ ب. المودة؛ ج. العنف.؛ د. ‏الكذب.,No correct answer,,
مفرد,MCQ,No paragraph,"مفرد كلمة ""الأعراق"".",أ. العِراق.؛ ب. العِرْق؛ ج. العَرَق.؛ د. العِرقة.,No correct answer,,
استيعاب النص,MCQ,No paragraph,"المقصود ب ""ضرورة الالتزام"" هو شدّة الحاجة إلى.",أ. الاحترام له.؛ ب. التمسّك به؛ ج. التحكّم عليه.؛ د. السيطرة عليه.,No correct answer,,
استيعاب النص,No question type,No paragraph,‏ما الذي يضمن أمان العيش ف المجتمع؟‎,أ. كثرة الأجناس.؛ ب. ابتغاء مرضاة الله؛ ج. الأمر بالمعروف والخير.؛ د. التّمسك بالقيم الحميدة.,No correct answer,,
مرادف,MCQ,No paragraph,"‏معنى كلمة ""استمسك"".",أ. تعلّق.؛ ب. تحكّم؛ ج. استخرج.؛ د. استعمل.,No correct answer,,
جمع,MCQ,No paragraph,"المقصود ب "" الانحراف السلوكي"" هو الانحيار.",أ. الديني.؛ ب. الثقافي؛ ج. الأخلاقي.؛ د. الاجتماعي.,No correct answer,,
استيعاب النص,MCQ,No paragraph,"ترك لهم حرية العقيدة"" الضمير هم يعود الى.",أ. أهل مكة.؛ ب. كفار قريش؛ ج. القبائل العربية.؛ د. الأمة الإسلامية.,No correct answer,,
استيعاب النص,MCQ,No paragraph,تعتبر حرية العقيدة من التسامح لأن.,أ. الهداية من الله.؛ ب. الإسلام دين الجميع؛ ج. الرسول عفى عن الكفار.؛ د. لإكراه في الدين لا يجوز.,No correct answer,,
استيعاب النص,MCQ,No paragraph,يُستفاد من الطاقة البشرية في.,أ. تبادل الأفكار.؛ ب. نحضة البلاد وتطورها؛ ج. راحة الناس واطمئنانهم.؛ د. نشر الأخلاق الفاضلة.,No correct answer,,
استيعاب النص,MCQ,No paragraph,الموضوع المناسب لهذه المقالة.,أ. احترام الآخرين.؛ ب. المجتمع الإنساني؛ ج. التسامح الاجتماعي.؛ د. صور تسامح الرسول.,No correct answer,,
نحو,MCQ,No paragraph,_____الوافدون بالجامعة الحكومية.,أ. التحق.؛ ب. التحقا؛ ج. التحقوا.؛ د. التحقت.,No correct answer,,
No topic,MCQ,No paragraph,كانت الوكالة _____ النشاطات الثقافية والاجتماعية.,أ. يعقد.؛ ب. تعقد؛ ج. يعقدْن.؛ د. تعقدات.,No correct answer,,
No topic,MCQ,No paragraph,"قال الأستاذ شكري: ""يا سلمان، اِسْعَ إلى تطوير المجتمع كي ____ برّا"".",أ. ينالَ.؛ ب. تنالَ؛ ج. تنالوا.؛ د. ينالون.,No correct answer,,
